StockNumber,StockScore,StockClose,StockVolume
1528.TW,1.347627286208593,11.9,1429.489
00674R.TW,1.3226315593574611,13.01,379.1
3062.TW,1.3140836495117127,19.450001,3044.248
2536.TW,1.303508898137142,21.75,206.236
3229.TW,1.2800323983780049,6.59,43.0
00702.TW,1.2597800651314612,20.059999,102.062
2488.TW,1.2359028658849138,30.6,106.075
00783.TW,1.2263926329495878,22.530001,756.487
1465.TW,1.2213561163224234,13.05,24.822
3535.TW,1.203772758163265,17.5,287.211
1473.TW,1.1579903096065889,18.0,63.586
2015.TW,1.1514318492367677,81.300003,549.654
5434.TW,1.144139175027206,129.5,527.345
2910.TW,1.140165026964883,32.700001,1.001
2029.TW,1.0944086249892622,45.799999,8931.364
01001T.TW,1.0877959193877216,17.5,176.0
2852.TW,1.0360241335271143,13.05,46.012
2438.TW,1.0137173226084422,11.8,149.626
2387.TW,0.9871370066127412,55.299999,3638.802
00712.TW,0.9778149415322056,14.13,1829.867
1313.TW,0.959535523992598,26.549999,9940.096
6214.TW,0.9141483586122218,87.5,592.457
6641.TW,0.9106235718533436,68.0,4.0
2347.TW,0.8859932460395075,53.0,5318.855
1435.TW,0.8783850905945447,21.15,58.017
1735.TW,0.8751942351465898,18.0,1.161
4930.TW,0.867675834889463,25.299999,296.637
00735.TW,0.8536042849493456,33.389999,105.0
5525.TW,0.8503990165000239,25.0,48.723
2439.TW,0.8467511438803678,111.0,1230.68
6251.TW,0.8318721113119874,22.0,2711.576
1809.TW,0.7986854269829333,14.05,716.386
1452.TW,0.7862456896005878,25.700001,1475.41
2547.TW,0.7812500000000265,11.2,630.446
6666.TW,0.7672044612241811,79.0,8.0
3032.TW,0.7583676721580301,42.599998,282.602
2390.TW,0.7020311488925514,26.85,7797.689
0052.TW,0.6783621572492569,123.75,587.688
3022.TW,0.6741725968271928,52.700001,215.781
2816.TW,0.6510378545507791,20.75,126.625
1342.TW,0.644250381087139,54.0,14.001
01003T.TW,0.6315083279082754,19.200001,6.0
3014.TW,0.6202959978898913,126.0,6194.891
1614.TW,0.6201458642429387,34.099998,253.449
2809.TW,0.6103078609013949,40.400002,1109.792
0050.TW,0.6050266915099725,136.050003,4026.037
00878.TW,0.6013411922108967,18.26,4210.006
00710B.TW,0.5996273213936695,18.33,244.768
2442.TW,0.5809407643710395,10.95,1600.31
6438.TW,0.568504501421669,106.5,543.38
006208.TW,0.5633300895703663,78.300003,910.797
9930.TW,0.5523992559744892,47.099998,34.313
2104.TW,0.5307930836318251,26.799999,2328.58
00692.TW,0.5248073300910372,34.93,1237.66
6205.TW,0.5205466099451639,32.299999,110.0
4560.TW,0.4981567449610112,42.700001,105.0
1470.TW,0.4947657074654598,16.549999,63.001
1437.TW,0.4929512158466885,25.049999,99.05
00654R.TW,0.4665970115957442,9.18,79.0
3501.TW,0.4629452989995436,50.799999,202.8
1616.TW,0.460758556354147,9.99,798.112
1532.TW,0.4185169802153521,33.200001,1068.355
00885.TW,0.3942207480420975,15.85,10231.229
6281.TW,0.3887550455134743,82.900002,29.09
2834.TW,0.27714825988425,9.49,9281.338
1201.TW,0.2464012109889919,21.450001,1211.99
9928.TW,0.2371651785714383,5.6,14.0
1776.TW,0.2114803996996984,18.25,18.001
1101.TW,0.1998760114010191,52.599998,12407.214
1234.TW,0.1448465669006717,35.900002,99.965
2464.TW,0.137302436664741,44.650002,1139.965
6206.TW,0.1327500528188616,65.900002,86.627
00707R.TW,0.0504355853950888,19.84,0.0
006203.TW,0.0267795895427233,64.949997,2.02
00625K.TW,0.0,,
00636K.TW,0.0,8.58,0.2
00643K.TW,0.0,,
00657K.TW,0.0,11.9,2.2
00668K.TW,0.0,12.66,0.2
00774C.TW,0.0,,
008201.TW,0.0,113.849998,0.3
00891.TW,0.0,15.83,8819.876
00892.TW,0.0,15.74,8988.555
00893.TW,0.0,14.46,14445.705
01009T.TW,0.0,9.06,4.0
01010T.TW,0.0,10.75,42.0
020000.TW,0.0,7.62,12.0
020002.TW,0.0,16.74,3.0
020004.TW,0.0,33.860001,4.0
020006.TW,0.0,31.83,34.0
020007.TW,0.0,33.880001,1.0
020008.TW,0.0,12.11,75.0
020011.TW,0.0,6.45,10.0
020012.TW,0.0,6.28,1.0
020015.TW,0.0,15.15,11.0
020016.TW,0.0,19.75,65.0
020018.TW,0.0,17.9,45.0
020019.TW,0.0,14.26,41.0
02001L.TW,0.0,12.35,8.0
02001R.TW,0.0,2.85,1.0
020020.TW,0.0,7.18,758.0
020022.TW,0.0,5.6,2591.0
2025.TW,0.0,6.75,1393.724
2250.TW,0.0,176.5,607.972
2887F.TW,0.0,52.400002,5.116
3532.TW,-0.0492038959936619,188.0,407.389
2913.TW,-0.0577490465735359,20.65,3987.006
1102.TW,-0.0845045896023951,51.799999,16712.945
1323.TW,-0.1094854134478794,34.25,87.0
2509.TW,-0.1182710411671881,21.15,859.827
2017.TW,-0.1614706014786336,28.700001,7994.372
2530.TW,-0.2412583427261657,14.05,103.011
3041.TW,-0.2688082519785078,29.65,4705.298
1709.TW,-0.2728764384176367,20.85,839.397
3494.TW,-0.2770496185642686,3.54,42.008
2207.TW,-0.285047400172364,590.0,143.677
4526.TW,-0.2863037264431465,17.75,288.163
2836.TW,-0.3039588064844511,11.3,283.491
1503.TW,-0.3714056858677671,53.5,49.162
2101.TW,-0.3948425347098446,39.75,1369.581
9912.TW,-0.4222576177285231,9.5,13.426
2115.TW,-0.4248883785160706,49.650002,50.51
1464.TW,-0.4290828863319602,17.75,489.655
2524.TW,-0.4444410680069148,35.549999,36.5
8101.TW,-0.4922810333963421,2.76,155.0
3705.TW,-0.590674188930363,44.25,149.101
1232.TW,-0.6097126308754733,167.5,54.522
9937.TW,-0.6442600491697061,48.450001,46.81
1319.TW,-0.6536995018042147,36.450001,2010.955
5538.TW,-0.6589124036290983,46.799999,84.064
1727.TW,-0.6625251364550251,14.75,42.071
00652.TW,-0.6932795158862215,26.17,59.764
00737.TW,-0.6936055685182212,32.630001,143.534
2002A.TW,-0.7221841820842682,51.700001,17.0
6754.TW,-0.725774157024648,46.900002,121.03
9910.TW,-0.7284990442457978,231.0,952.193
2836A.TW,-0.754974516856369,23.049999,7.0
2534.TW,-0.7753474587236926,20.85,903.62
2845.TW,-0.8070578691184539,10.75,1745.269
9946.TW,-0.8610470331923573,15.3,123.427
1512.TW,-0.8667355371901291,4.4,66.008
00711B.TW,-0.8775537231014465,20.540001,108.447
8442.TW,-0.90662794617705,43.349998,142.0
8131.TW,-0.9392073502849054,41.400002,1085.15
0057.TW,-0.960545326897798,93.75,20.0
2891B.TW,-0.9836049000248022,63.5,4.391
00635U.TW,-0.9946592627083836,24.43,509.463
2887E.TW,-1.0238645589633806,53.700001,220.119
3034.TW,-1.0356309909965111,511.0,12185.413
00706L.TW,-1.045610096851505,16.02,43.0
4119.TW,-1.080602418441363,90.0,142.424
2891.TW,-1.0926598295898275,22.85,30551.742
3702A.TW,-1.1155190559303263,50.400002,104.0
1338.TW,-1.134189054638446,66.5,232.238
2348.TW,-1.1629101996019453,93.599998,1462.321
1312A.TW,-1.1771790505367945,35.950001,55.0
2460.TW,-1.180801476547769,32.299999,2692.047
4571.TW,-1.2399117184313266,131.0,43.0
2313.TW,-1.241755267780896,42.799999,20603.206
00850.TW,-1.243642238271187,34.509998,635.865
00641R.TW,-1.2515244560410632,10.87,704.0
3149.TW,-1.2690180261955784,41.799999,2567.907
2461.TW,-1.2742517785656309,22.200001,2200.651
1418.TW,-1.2750101884375669,11.35,30.0
5871A.TW,-1.3184029794435523,100.5,86.756
00709.TW,-1.3204094160003583,23.860001,106.0
3711.TW,-1.3425655976676367,122.5,47961.811
2546.TW,-1.3512951987458803,48.5,78.45
3002.TW,-1.3569604086845646,13.05,670.0
3530.TW,-1.3678785676825518,196.5,7337.888
2801.TW,-1.4021812523608674,16.549999,6834.711
6216.TW,-1.4025587790743417,25.85,73.093
00693U.TW,-1.4070495501734748,22.26,638.22
2008.TW,-1.425943130997812,23.25,961.872
00653L.TW,-1.449446686861171,38.16,54.0
2886.TW,-1.451488337538397,33.099998,20343.281
9941A.TW,-1.4515069790321773,51.599998,61.1
00690.TW,-1.4651966325902102,32.849998,111.0
2480.TW,-1.4771620694121277,69.199997,258.387
3437.TW,-1.4843129251410287,30.549999,9625.581
5534.TW,-1.5536163397173628,80.300003,220.663
1604.TW,-1.5703724851075287,30.299999,475.038
00708L.TW,-1.608142160828438,27.200001,2199.84
2414.TW,-1.6084382568537818,29.6,205.934
6278.TW,-1.6107203815999946,125.0,10015.465
00733.TW,-1.723540628665842,45.799999,622.504
2540.TW,-1.808133838049938,72.5,122.1
3036A.TW,-1.855828136217236,48.349998,363.726
00763U.TW,-1.912510153282054,29.059999,134.163
9935.TW,-1.9195537822921207,22.700001,478.042
00660.TW,-1.9537679875710048,29.290001,10.0
2891C.TW,-1.9629531510153275,62.400002,5.013
00728.TW,-1.965747576155335,28.620001,82.348
1810.TW,-1.9704934315323823,11.55,427.454
00774B.TW,-1.995604247845684,39.700001,5.005
00714.TW,-2.0408518264917634,22.24,240.05
9926.TW,-2.1580570612257133,48.650002,8.038
6605.TW,-2.1803214726056392,61.099998,171.402
2493.TW,-2.180805235462949,38.900002,401.534
2539.TW,-2.195693301416377,32.450001,55.394
1805.TW,-2.207702567973993,14.3,438.142
6409.TW,-2.26819312283737,1360.0,87.426
2498.TW,-2.30289331169619,39.25,17871.141
1730.TW,-2.321634126859571,69.599998,127.539
5522.TW,-2.333126916653395,56.0,919.723
00730.TW,-2.3627388616088814,21.77,300.154
2892.TW,-2.367497900615882,22.75,16025.808
3533.TW,-2.369832321701872,571.0,465.433
6625.TW,-2.4290478042751245,29.9,2.101
1339.TW,-2.434117375335452,38.099998,27.53
1909.TW,-2.4831230832484983,28.25,7888.892
1472.TW,-2.536976780508134,9.8,38.2
6166.TW,-2.552663062130185,65.0,69.24
00731.TW,-2.556303819736934,58.599998,251.026
1210.TW,-2.577125843586179,60.099998,1985.735
2433.TW,-2.5983274415032573,54.5,74.01
0054.TW,-2.6757199115486943,31.860001,4.0
6115.TW,-2.678552360886384,45.25,420.43
2884.TW,-2.7319330962975843,26.5,19217.33
2373.TW,-2.732766065788648,93.800003,273.869
4564.TW,-2.776899088897848,49.049999,2826.437
8411.TW,-2.7929240374609856,15.5,35.705
1305.TW,-2.803477146509,39.700001,11221.412
00631L.TW,-2.810427997487012,127.300003,2005.099
2456.TW,-2.825554363972852,107.0,2345.864
1587.TW,-2.827685647093088,28.799999,89.1
2501.TW,-2.8329620866337906,20.9,587.356
00861.TW,-2.856244537866159,29.4,1104.877
3450.TW,-2.9376966589962428,61.0,904.869
3543.TW,-2.963952186798741,28.700001,100.002
1722.TW,-2.967781394523512,59.799999,2311.087
00675L.TW,-3.080740309998321,49.540001,536.044
00663L.TW,-3.0831986391408743,115.199997,40.0
1110.TW,-3.0869047743055624,18.0,149.237
2890.TW,-3.1198946315269684,14.05,56378.465
8114.TW,-3.1273392720104587,77.0,32.065
00876.TW,-3.233868611367688,29.24,1411.971
1436.TW,-3.2361798126725283,40.900002,109.52
9925.TW,-3.2776231377556027,39.549999,62.531
6201.TW,-3.3003563194714016,49.150002,50.53
2634.TW,-3.302489357831529,29.799999,2044.873
3312.TW,-3.3404728362391003,23.200001,1764.917
2344.TW,-3.343017892065218,34.200001,161547.737
8163.TW,-3.347613619143284,47.0,1742.113
6573.TW,-3.3558270988464454,25.6,1781.036
0055.TW,-3.428565456532068,22.08,311.016
9905.TW,-3.459306796766483,28.4,81.426
2812.TW,-3.460979980227382,11.9,3137.194
2538.TW,-3.5347543609825136,10.6,6710.19
6189.TW,-3.5711307849865297,42.25,240.841
2449.TW,-3.577431399865264,46.400002,15283.435
00668.TW,-3.595390600819457,35.290001,8.017
0053.TW,-3.597280109601165,66.949997,4.035
00875.TW,-3.69091270662671,32.400002,198.001
2359.TW,-3.7052020829424,18.25,1335.106
2102.TW,-3.732891303969746,28.75,2252.715
2430.TW,-3.767948300661775,36.900002,1029.857
006204.TW,-3.77901800982904,91.400002,20.049
9921.TW,-3.824164649319085,322.0,1328.846
6581.TW,-3.829718266735647,73.099998,49.01
4439.TW,-3.8441684097493294,149.5,71.0
0051.TW,-3.848592337385791,57.700001,53.644
3528.TW,-3.863098009291823,51.700001,44.733
6414.TW,-3.863400829081632,224.0,214.718
00713.TW,-3.880651530251351,43.799999,45.145
1712.TW,-3.912510731332707,23.0,361.932
5533.TW,-3.979346824178227,17.0,82.25
3583.TW,-4.0242218203163365,59.5,253.344
6191.TW,-4.037022956925248,35.450001,5988.712
2514.TW,-4.098732990266274,18.6,76.333
2838.TW,-4.122626528242599,12.1,1279.329
2227.TW,-4.128805768334973,278.0,71.462
3054.TW,-4.16234919007655,22.700001,453.711
1303.TW,-4.189588253732346,87.0,9330.45
00685L.TW,-4.19159500906621,43.91,3.0
2880.TW,-4.25606450064885,19.299999,12837.893
2707.TW,-4.292300776281742,151.0,185.209
8462.TW,-4.297788075819902,156.5,60.257
6671.TW,-4.348838691164654,50.799999,7.0
2936.TW,-4.4308326111053065,25.799999,21.0
8104.TW,-4.5115001699682935,53.099998,389.678
3686.TW,-4.514313697417743,19.6,2656.612
4960.TW,-4.517879948914436,13.05,95920.448
4764.TW,-4.536414390891618,61.900002,7.0
8150.TW,-4.555666346443241,53.299999,11523.681
6177.TW,-4.586669450972343,31.200001,1614.549
1514.TW,-4.624368958727247,26.549999,841.451
00775B.TW,-4.655901070239957,43.400002,2.004
8112.TW,-4.683938328586344,44.299999,5165.6
3130.TW,-4.838534531725083,173.0,13.379
4912.TW,-4.8820548916415,191.5,271.963
1519.TW,-4.889752587078527,43.349998,976.333
3011.TW,-4.935897200055423,9.03,633.7
5880.TW,-4.973975959448913,21.85,14983.286
3049.TW,-5.026274512513634,13.45,13587.585
1301.TW,-5.144454594560161,99.800003,13030.022
9918.TW,-5.159071687402804,40.950001,5.208
00646.TW,-5.178596357833199,37.580002,561.202
1535.TW,-5.523011109591239,40.700001,601.22
3059.TW,-5.56052346437252,40.25,14178.005
2820.TW,-5.670322703079019,16.950001,4242.942
3209.TW,-5.777743996032539,30.6,1287.137
1308.TW,-5.794188187859576,35.5,4021.398
1537.TW,-5.8306709265175725,156.5,202.942
6269.TW,-5.835059171597634,130.0,12005.941
3504.TW,-5.919655448035512,84.199997,617.408
5515.TW,-5.959218220991084,14.25,372.719
3702.TW,-6.002308001425647,54.599998,3461.597
3454.TW,-6.009349897851527,80.0,173.696
3712.TW,-6.109805647183684,36.0,1351.719
00830.TW,-6.22987724567081,29.07,1914.556
3593.TW,-6.284408568488398,14.2,352.044
1718.TW,-6.313709146509792,10.85,9213.794
1337.TW,-6.327397356122042,7.93,752.923
1235.TW,-6.437666222496235,34.400002,6.007
2371.TW,-6.477550319377885,26.049999,48361.925
2457.TW,-6.64655174463296,37.900002,6152.715
3048.TW,-6.735069529362758,36.75,1592.954
2012.TW,-6.800538051078532,33.099998,2675.553
2939.TW,-6.8745739973010025,35.450001,13.0
00852L.TW,-6.88906316040331,21.219999,330.0
9939.TW,-6.988723665557202,78.0,5407.406
8070.TW,-7.154669986222261,37.5,6905.318
2362.TW,-7.269631501245912,29.700001,162.439
6415.TW,-7.380438405739591,3765.0,365.414
8046.TW,-7.434081334187769,397.0,5657.744
6531.TW,-7.567144398573841,730.0,6614.775
1229.TW,-7.660718086734688,52.5,1527.998
2491.TW,-7.744545400370241,31.950001,3698.283
5546.TW,-7.806238876767793,75.199997,57.0
2722.TW,-7.812090166965617,34.150002,34.0
3550.TW,-7.877528749019925,21.65,1235.138
1454.TW,-7.895723366501235,10.55,277.298
2420.TW,-7.936510795201229,40.950001,493.653
4942.TW,-7.952646433664213,50.099998,1259.757
3021.TW,-7.999228201269891,25.65,2977.25
8926.TW,-8.077149531546763,38.349998,678.017
1220.TW,-8.195665403330393,17.0,212.365
1707.TW,-8.25014404760881,170.5,172.999
3432.TW,-8.29458017222223,15.0,342.0
2897.TW,-8.314339981006645,7.02,563.03
5471.TW,-8.428331137317482,107.5,6665.933
00680L.TW,-8.43130318602422,25.83,28.0
2342.TW,-8.642702088275591,43.25,4265.436
3296.TW,-8.795958425517824,24.1,2566.148
00642U.TW,-8.806405301776099,12.58,7681.587
6456.TW,-8.809704709978075,116.5,2067.369
00688L.TW,-8.8716787047678,25.83,106.0
2383.TW,-8.90611111111111,225.0,2853.851
1605.TW,-8.976185907586908,28.5,33537.492
2520.TW,-9.025555782010557,43.0,3944.798
2455.TW,-9.250628376705714,136.5,4833.134
2233.TW,-9.263613331579588,128.5,1366.263
2415.TW,-9.313758190618255,49.5,1916.182
3714.TW,-9.36049971464161,82.0,27386.944
2395.TW,-9.4025480014491,364.0,744.429
2031.TW,-9.41514721997776,75.800003,17311.842
6108.TW,-9.575401731556486,21.6,1064.679
8940.TW,-9.580413620689669,14.5,188.749
5607.TW,-9.667303197496146,37.099998,2959.955
1724.TW,-9.762783408107689,15.8,59.996
00865B.TW,-9.783318412125006,36.779999,100.0
3605.TW,-9.835950770717464,55.099998,3448.517
4958.TW,-9.83923478772236,104.5,6636.904
3305.TW,-9.887787344923131,55.700001,2926.49
5469.TW,-9.9044253021099,47.349998,1698.327
1786.TW,-10.0279426035503,58.5,97.017
3090.TW,-10.078769444135636,56.799999,1171.776
4807.TW,-10.142769334303992,28.15,6.004
1216.TW,-10.20316535254222,73.199997,4355.812
3661.TW,-10.22121271110512,633.0,2389.761
6139.TW,-10.27766226177377,31.15,609.962
2328.TW,-10.347455076461817,41.799999,15409.699
6155.TW,-10.364166488246177,30.299999,1090.096
2611.TW,-10.652097136916796,30.049999,15410.994
6172.TW,-10.673716425203647,43.400002,122.092
00647L.TW,-10.694714956818498,67.900002,61.1
2838A.TW,-10.79604682858496,53.299999,68.088
4915.TW,-10.812874320510334,61.5,11337.806
2412.TW,-10.873345935727787,115.0,6601.527
9914.TW,-11.044149587881488,335.0,1927.528
4557.TW,-11.242436542908004,66.5,64.218
2614.TW,-11.30737788570804,46.299999,45637.014
4581.TW,-11.324526603706092,38.799999,21.0
4906.TW,-11.366483742021677,32.799999,4791.632
1434.TW,-11.459416954840467,32.549999,3560.124
1526.TW,-11.46498886277305,58.5,10252.512
1451.TW,-11.486115405385108,23.200001,2452.985
3003.TW,-11.64639173950648,89.800003,3548.121
2537.TW,-11.731209174162435,9.97,517.152
2368.TW,-11.846376271455798,71.5,6397.512
3056.TW,-11.878925266696404,42.950001,9444.152
4916.TW,-12.162289655685417,25.6,578.716
2443.TW,-12.199134115517484,3.01,29.3
00881.TW,-12.215621296698425,17.83,7635.383
2338.TW,-12.242103087879103,98.5,25349.876
00651R.TW,-12.275481930646556,7.58,1813.15
2467.TW,-12.287728562988567,58.5,1198.94
3010.TW,-12.517248074298983,88.699997,464.618
2633.TW,-12.636321446794533,30.35,3130.824
2905.TW,-12.68138248872695,23.25,614.4
1808.TW,-12.707897233766612,60.599998,158.819
2303.TW,-12.763718687848325,57.799999,688777.24
2850.TW,-12.827135319707406,41.599998,219.394
00701.TW,-12.988168430851749,24.77,940.709
3045.TW,-12.98862795857988,104.0,1712.575
2545.TW,-13.235467739689485,43.200001,298.991
6239.TW,-13.260425108003531,110.5,10807.463
2883.TW,-13.279481665912176,14.1,48516.556
3653.TW,-13.339913175222888,327.5,4079.919
2849.TW,-13.469046391892885,16.6,639.04
4572.TW,-13.48861612681968,110.5,115.316
00634R.TW,-13.490316901408445,4.26,1487.0
3701.TW,-13.507993728540589,16.1,42.655
00715L.TW,-13.868678843781804,9.04,25042.201
2887.TW,-13.95606539497417,16.950001,20271.035
8110.TW,-13.960620485144307,22.200001,29612.875
9945.TW,-14.077253473042193,62.400002,3098.317
00678.TW,-14.07926071531887,29.25,410.071
3257.TW,-14.19487515215787,83.099998,7708.908
2314.TW,-14.36353983957708,58.200001,13104.754
2472.TW,-14.669415833936146,72.0,1247.976
1256.TW,-14.7127916380747,505.0,45.306
3036.TW,-14.773669274848244,62.099998,3418.966
3040.TW,-14.841590742609222,51.900002,304.446
2497.TW,-14.912264845502843,38.099998,1475.923
3005.TW,-14.94871108334577,56.099998,1785.811
8039.TW,-15.017282795709654,55.599998,2783.372
8222.TW,-15.247440018310456,15.85,1819.748
6285.TW,-15.247711135768643,74.199997,2941.684
1517.TW,-15.272241425195508,31.799999,32626.457
00762.TW,-15.538540885771004,41.049999,205.311
8021.TW,-15.76807912836742,46.5,7311.359
2483.TW,-15.78273680496216,25.6,832.357
3092.TW,-15.807810059121618,74.0,13484.993
00662.TW,-16.095505740703985,53.25,323.237
5871.TW,-16.24783084307899,231.5,4281.001
00770.TW,-16.312150612387285,37.869999,223.831
4934.TW,-16.31288205070775,29.799999,3355.527
3383.TW,-16.386388888888867,6.0,36.137
00638R.TW,-16.490280963153975,8.78,1569.0
8488.TW,-16.59452245729051,18.35,32.109
00666R.TW,-16.611586295872105,12.63,97.0
00656R.TW,-16.856379050102188,8.07,1191.0
6243.TW,-17.103726166478218,23.65,2242.92
8464.TW,-17.28687130900478,469.0,408.719
2363.TW,-17.59638781833649,25.6,146665.852
00851.TW,-17.95287847071505,33.419998,52.0
6168.TW,-17.995940375773774,28.9,16355.219
3356.TW,-18.380334276795,38.75,1390.405
4555.TW,-18.71968955458655,59.5,125.174
5285.TW,-18.8361468474074,112.5,2791.975
2379.TW,-18.924605343838216,588.0,3058.203
3037.TW,-18.99484281437652,146.0,64783.851
9906.TW,-19.00998852462716,56.099998,256.95
6706.TW,-19.05983467779216,208.0,15033.703
3051.TW,-19.06400772668199,11.85,581.601
2024.TW,-19.11129405482377,26.5,2448.649
1773.TW,-19.311824845679013,144.0,602.83
2033.TW,-19.95078169267404,23.700001,7028.182
8374.TW,-19.967830884913297,34.950001,980.407
6672.TW,-20.088180439171254,169.5,3469.023
9941.TW,-20.20925160697888,165.0,541.425
2114.TW,-20.29027257161368,147.0,88.445
2484.TW,-20.529259884253253,37.400002,10821.529
6257.TW,-20.531260190411608,64.099998,15834.802
6533.TW,-20.607974029903662,572.0,1385.517
6164.TW,-20.758624878522816,14.7,6275.618
2351.TW,-21.559963620111947,143.5,4651.608
00670L.TW,-21.623444353988354,105.449997,671.221
2369.TW,-22.2899689885916,26.65,22232.43
1231.TW,-22.359342205265857,75.099998,886.101
3006.TW,-22.59622475944016,180.5,27197.595
6215.TW,-22.74022069120341,32.200001,3768.522
2340.TW,-22.774613227624027,31.9,24588.827
2915.TW,-23.194746564972966,98.0,2208.362
2912.TW,-23.278224999285083,280.5,4226.791
5484.TW,-23.36580689195802,17.65,150.526
3167.TW,-23.581475400961867,80.599998,1979.261
2441.TW,-23.73706233406365,95.199997,15856.302
2542.TW,-24.018325187823823,49.049999,3785.379
2032.TW,-24.33866410376293,34.799999,5814.883
2393.TW,-24.50790457613636,62.599998,17207.289
2466.TW,-24.51305366592526,42.599998,128.3
3591.TW,-24.73636663602731,27.549999,6567.903
2406.TW,-25.41171815015592,26.299999,16895.711
9927.TW,-25.871898882888495,41.599998,1429.118
6202.TW,-25.980277945682065,134.5,7841.264
4967.TW,-26.52537447691466,71.800003,9042.107
8081.TW,-26.655247874758015,272.5,1244.949
6552.TW,-26.87082050697378,72.699997,3774.825
3016.TW,-27.19892222525256,91.099998,8256.41
2428.TW,-27.410220816115704,220.0,753.281
3545.TW,-27.65239087142628,276.5,66420.478
2034.TW,-27.93745367913727,43.349998,46619.478
6271.TW,-28.76417209755442,244.0,6801.463
4739.TW,-29.477966382368848,107.5,5166.817
5269.TW,-31.30768375403091,1955.0,1111.363
2023.TW,-33.322490854440005,35.049999,67922.042
2401.TW,-34.15847697831631,43.400002,41825.762
8367.TW,-35.211460596072634,58.400002,10451.953
2481.TW,-35.29080389208805,102.5,14962.907
6756.TW,-36.24847645429363,475.0,2267.456
8478.TW,-36.513084905561485,79.5,3617.255
2329.TW,-36.83116567001029,27.0,66914.3
8454.TW,-37.55403635015357,1560.0,770.457
8016.TW,-37.78656853569879,384.0,19044.652
4952.TW,-38.61758257526352,84.400002,8526.874
1456.TW,-39.29075504968064,26.450001,2787.681
3035.TW,-40.13907946202471,112.5,19828.873
3588.TW,-40.31830358555186,119.0,4624.725
6525.TW,-42.87405662179577,119.0,7321.168
4919.TW,-42.98935223148147,135.0,51102.176
2069.TW,-43.3895918554971,40.700001,10866.034
2476.TW,-43.689242824212,54.700001,6757.841
8215.TW,-45.04283555547295,41.0,54409.392
3189.TW,-45.42192511057862,184.0,14638.147
1795.TW,-46.49914192529906,146.5,4145.278
2358.TW,-46.61634106651986,24.85,18988.46
2486.TW,-49.1619727009487,56.400002,22442.08
8261.TW,-51.74216828950439,122.5,32466.645
2030.TW,-57.12468213939956,43.450001,46059.581
3031.TW,-64.4297722556762,30.200001,33896.772
2007.TW,-64.64723495591345,31.65,95392.053
1783.TW,-66.82989421970296,56.099998,8666.437
6226.TW,-80.69990975712598,19.25,12923.354
